"Id","channelId","Creation_Timestamp","Prediction","textDisplay","Update_Timestamp","videoId"
"224","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:34:58","confusion","how the fk m i gonna add this to 3 days a week","2024-02-12 17:49:16","ufrFCjERMDc"
"44","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:35","positive","""i'm so happy i made productive decisions about my finances that changed my life forever,hoping to retire next year.. investment should always be on any creative man's heart for success in life""","2024-02-12 17:49:34","r8MLGFbOhYM"
"485","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:30","interest","we did it guys. cody is definitely finishing his story at wm40.","2024-02-12 17:49:47","58PpN0_VzQg"
"39","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:35","interest","bhklbjilhuil","2024-02-12 17:49:57","r8MLGFbOhYM"
"415","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:21","negative","how is this push still going on?? he has been the same fake confident dork since he was fumbling his lines. this isn’t good.","2024-02-12 17:50:15","58PpN0_VzQg"
"10","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:31","interest","""i taken your challenge , meet you after one month""","2024-02-12 17:50:25","r8MLGFbOhYM"
"483","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:29","anger","cody: i’m coming for you roman reigns but not at wrestlemania 6 days latercody: i choose you roman at wrestlemania","2024-02-12 17:50:43","58PpN0_VzQg"
"211","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:34:56","excitement","you just earned a new subscriber bro","2024-02-12 17:50:53","ufrFCjERMDc"
"406","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:20","interest","eng brown chiefs and jamaican brown and mexican brown","2024-02-12 17:51:05","58PpN0_VzQg"
"82","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:40","interest","""so... if i painted myself red, would i learn a total of 30 times faster?""","2024-02-12 17:51:18","r8MLGFbOhYM"
"205","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:34:55","interest","just do incline pushups.","2024-02-12 17:51:28","ufrFCjERMDc"
"270","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:35:03","interest","""are you going to do chest, legs, back versions of these videos.""","2024-02-12 17:51:40","ufrFCjERMDc"
"31","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:34","interest","if you want to oxygenate quickly... do 1-3 minutes of calisthenics... it's not very taxing but you will be winded and which will force intake of oxygen.","2024-02-12 17:51:58","r8MLGFbOhYM"
"160","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:50","negative","""if you go more lower for overhead press, expect to have injuries.""","2024-02-12 17:52:10","c3wEEdD8tWc"
"206","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:34:55","amusement","bro grew so fast he got stretch marks yet claims natty lol","2024-02-12 17:52:22","ufrFCjERMDc"
"428","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:23","negative","""Basically, no one should curse the dead""","2024-02-12 17:52:32","58PpN0_VzQg"
"191","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:53","negative","to me strength is more importsnt but it doesn feel good when u look like a chopstick","2024-02-12 17:52:46","c3wEEdD8tWc"
"425","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:22","confusion","How do you want to be a full-time police officer? Why do I put the bricks in a green bag?","2024-02-12 17:53:00","58PpN0_VzQg"
"58","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:37","interest","everything is iq","2024-02-12 17:53:10","r8MLGFbOhYM"
"398","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:19","interest","truth in dialogue is followed by actions of perspective.","2024-02-12 17:53:21","58PpN0_VzQg"
"566","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:40","interest","anyone in 2024?","2024-02-12 17:53:31","ZQFmRXgeR-s"
"541","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:37","positive","you are everything","2024-02-12 17:53:40","ZQFmRXgeR-s"
"516","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:34","confusion","i can't fathom what she felt while singing this song she was so happy and sad at the same time.i feel like i'm...selfish","2024-02-12 17:53:56","ZQFmRXgeR-s"
"3","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:30","boredom","step 1 Pranayama step 2 Trathakrest is especially if subject is boring","2024-02-12 17:54:09","r8MLGFbOhYM"
"232","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:34:58","positive","yeah today i tried that one @ and wow!!! i will do that one regularly from now on! it feels so good!!!","2024-02-12 17:54:24","ufrFCjERMDc"
"534","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:36","interest","anyone 2025?","2024-02-12 17:54:34","ZQFmRXgeR-s"
"65","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:38","interest","""i would like to point out that the 25 deep breaths is supposed to be done quickly, and the last exhale should be a long exhale. then hold for 25 seconds. this is sometimes known as cyclic hyperventilation and it is meant to stimulate adrenaline release. the way you did it at  is incorrect and probably why you didn't notice any effects. if done right, you might feel a tingle and will feel very alert thanks to the adrenaline. hope that helps anyone reading this.""","2024-02-12 17:55:18","r8MLGFbOhYM"
"420","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:22","negative","""Just when I was akon akonan the baby was thrown away again, I'm the disabled one""","2024-02-12 17:55:32","58PpN0_VzQg"
"504","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:32","positive","this song is my life in this song","2024-02-12 17:55:42","ZQFmRXgeR-s"
"253","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:35:01","awe","amazing advice thank you","2024-02-12 17:55:52","ufrFCjERMDc"
"132","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:46","positive","""as always great video! can you please, add on next videos weights on """"kg"""" too? (not only pounds) :) thanks in advance!""","2024-02-12 17:56:08","c3wEEdD8tWc"
"166","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:50","contradiction","you watch a channel and it says you shouldnt do full range because it is dangerous and your chances of getting hurt is high. you come to the other channel and it says you should do full range..... just keep on doing what works for you and thats it.","2024-02-12 17:56:36","c3wEEdD8tWc"
"298","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:07","interest","""watch this video next to see me track down an ex-youtube employee and get them to reveals how to get more views in 2023 <a href=""""https:www.youtube.comwatch?v=tmhsomffhqg&list=pl3ofsmayh8bswmcxeno2v5e3rlw1nzg-k&index=3"""">https:www.youtube.comwatch?v=tmhsomffhqg&list=pl3ofsmayh8bswmcxeno2v5e3rlw1nzg-k&index=3&ab_channel=growyourgamingchannel<a>...but watch it after you've finished watching this video because you don't want to miss any crucial info...  oh yeah, and i don't want you to ruin my average view duration :d  also, want me to help you reach your first 1000 loyal subscribers? if so, check out my four-digit challenge: <a href=""""https:link.growyourgamingchannel.comefyk"""">https:link.growyourgamingchannel.comefyk<a>""","2024-02-12 17:58:09","ryZt5pc2O5s"
"568","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:40","interest","oh huh","2024-02-12 17:58:18","ZQFmRXgeR-s"
"233","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:34:59","interest","""i see some bro science here <a href=""""uckszu2wh9gy1mb0dv-11ujg-fgfy9digyjbhghlzodidw""""><a>""","2024-02-12 17:58:38","ufrFCjERMDc"
"472","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:28","satisfaction","thanks","2024-02-12 17:58:51","58PpN0_VzQg"
"557","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:39","awe","olivia is the best singer ever","2024-02-12 17:59:01","ZQFmRXgeR-s"
"276","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:35:04","neutral","""not to be rude, bro your physique would've been 10 times ( better )with the steroids you know.""","2024-02-12 17:59:15","ufrFCjERMDc"
"38","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:35","calmness","start breathing through your nose bro","2024-02-12 17:59:25","r8MLGFbOhYM"
"482","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:29","contradiction","""116.000 likes vs 673,000 dislikes.the rock  cody vegas press conference is in the other direction. :)""","2024-02-12 17:59:41","58PpN0_VzQg"
"297","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:35:07","negative","""the ding noise you use in the video is the same as a iphone text message, its very annoyingjarring as an accenting sound effect when its conditioned to be a standard alert noise""","2024-02-12 18:00:02","ufrFCjERMDc"
"407","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:20","interest","that's my race code and they skin color and they pus split across pierce gold balls","2024-02-12 18:00:15","58PpN0_VzQg"
"169","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:51","awkwardness","done all of this......still no shoulders lol.","2024-02-12 18:00:26","c3wEEdD8tWc"
"383","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:17","negative","if everyone that has commented subscribes to everyone else then who needs to study","2024-02-12 18:00:38","ryZt5pc2O5s"
"332","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:11","confusion","is that @jonnyrazer 's youtube account? i recognize that profile picture...","2024-02-12 18:00:51","ryZt5pc2O5s"
"363","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:15","relief","thanks for the help","2024-02-12 18:01:01","ryZt5pc2O5s"
"215","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:34:56","positive","this was a great review. ty","2024-02-12 18:01:11","ufrFCjERMDc"
"488","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:30","nostalgia","please goldberg prime back","2024-02-12 18:01:20","58PpN0_VzQg"
"96","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:42","confusion","my brain is so stupid. that now it will more cautious to take these breaks now.","2024-02-12 18:01:34","r8MLGFbOhYM"
"388","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:18","craving","success takes time","2024-02-12 18:01:42","ryZt5pc2O5s"
"321","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:09","interest","just trying to share my interests and enjoy the ride. if subs come then great! if not that's cool too.","2024-02-12 18:01:57","ryZt5pc2O5s"
"210","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:34:56","interest","""yessir.  if upping weight hurts my form, then progress comes in the form of increasing reps first.  the increased weight will come, when i’m properly ready""","2024-02-12 18:02:16","ufrFCjERMDc"
"530","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:35","interest","i hatr this song","2024-02-12 18:02:26","ZQFmRXgeR-s"
"323","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:10","amusement","your own add was on your video lol","2024-02-12 18:02:36","ryZt5pc2O5s"
"385","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:17","awkwardness","thanks for posting the video. it's tough for new channels to gain attraction.","2024-02-12 18:02:49","ryZt5pc2O5s"
"421","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:22","negative","rather than being cursed by all the Smack Down players","2024-02-12 18:03:00","58PpN0_VzQg"
"221","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:34:57","interest","philippines","2024-02-12 18:03:09","ufrFCjERMDc"
"181","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:52","interest","yup","2024-02-12 18:03:17","c3wEEdD8tWc"
"460","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:27","excitement","this is my first time seeing him walk to walk to the ring with this theme and i got to say the aura is crazy","2024-02-12 18:03:32","58PpN0_VzQg"
"477","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:29","awkwardness","""how embarrassing it must be for the rock to hype this match even planting the seed on espn only for fans to reject it.  it won’t ever get off the ground again.i think they should wrestle and rock is right about fans being babies. but this match was not set up right.  reigns should call the rock out.  say he is the best in his family, even better than rock who is all hype.  he sucks at acting and hasn’t done anything good since the mummy.  just keep taunting him until he comes back reluctantly, but rock instead forced wwe’s hands which fans don’t like.  now he lost the fans who think punk was right.  ironically punk is now doing this to current wwe stars if he didn’t get injured.""","2024-02-12 18:04:39","58PpN0_VzQg"
"178","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:52","confusion","lol wtf did will ferrel ever do to you?","2024-02-12 18:04:51","c3wEEdD8tWc"
"404","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:20","interest","he number 4","2024-02-12 18:05:00","58PpN0_VzQg"
"123","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:45","negative","i loke but u focous on how u dont do it insted of houw you must do!","2024-02-12 18:05:14","c3wEEdD8tWc"
"414","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:21","nostalgia","rocks theme sounds like a 90s corn film while shooting a scene by pamela anderson","2024-02-12 18:05:28","58PpN0_VzQg"
"381","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:17","interest","im still a small streamer but most of my views come from shorts! been trying certified times out","2024-02-12 18:05:41","ryZt5pc2O5s"
"151","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:48","positive","""excellent video with scientific research? wooow, i am impressed, major sub and like.""","2024-02-12 18:05:55","c3wEEdD8tWc"
"317","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:09","positive","shorts really help. keep uploading authentic content that’s interesting to watch and unique. subs and views will come along. be patient!","2024-02-12 18:06:11","ryZt5pc2O5s"
"274","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:35:04","interest","can we do lateral raises alternately right and left?  (because i only have 1 dumbbell)","2024-02-12 18:06:25","ufrFCjERMDc"
"417","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:21","amusement","""a lot of yall cody fans are wearing your girls clothes thinking you're the """"guy"""" lol""","2024-02-12 18:06:39","58PpN0_VzQg"
"268","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:35:03","excitement","i mean you could also join like a wrestling club for adults  cause that shit blew my shoulders up in like a month","2024-02-12 18:06:53","ufrFCjERMDc"
"228","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:34:58","interest","rear delts  lat raise shoulder press practice","2024-02-12 18:07:05","ufrFCjERMDc"
"81","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:40","confusion","can someone explain about 10-second rest i can't understand it?","2024-02-12 18:07:16","r8MLGFbOhYM"
"2","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:30","contradiction","bullshit trying to sell shit","2024-02-12 18:07:26","r8MLGFbOhYM"
"433","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:23","interest","Try holding your big body and holding an elephant","2024-02-12 18:07:37","58PpN0_VzQg"
"194","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:54","excitement","thanks man i watch all of your video and now i’m big and buff a ss f uck! i already knock 3 n iggas out with easy and they were almost twice my size. i’m loving it!","2024-02-12 18:08:04","c3wEEdD8tWc"
"562","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:39","awkwardness","this came up when my grandsons dad died and it went to his dad's phone and no one was using it","2024-02-12 18:08:18","ZQFmRXgeR-s"
"120","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:45","interest","he looks like tate","2024-02-12 18:08:28","c3wEEdD8tWc"
"292","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:35:06","positive","my prediction is this dude is going places....","2024-02-12 18:08:39","ufrFCjERMDc"
"330","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:11","negative","all my videos are 100% avd. i get like 15 subs a short but my long shorts so dumpster juice. i can get 10k views on majority of my shorts but haven’t seen more","2024-02-12 18:08:59","ryZt5pc2O5s"
"21","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:32","disgust","""utilize the gap effect: incorporate random intervals of doing nothing within study sessions. this approach, backed by huberman, suggests taking around 30 such breaks every hour. however, the implementation can be flexible, emphasizing natural breaks when you feel a slowdown in focus or energy.get alert: activation of the body and mind is crucial before diving into learning. huberman recommends taking approximately 25 deep breaths to increase alertness. alternatives like going for a walk or engaging in exercise can also serve the same purpose, depending on individual preference and circumstances.get focused: to enhance focus, huberman suggests picking a point in the room to stare at for 30 to 60 seconds without entertaining other thoughts. this simple exercise can significantly improve concentration and facilitate a smoother transition into intensive study or work.limit study sessions: aim for a maximum of 90 minutes per study session. this timeframe aligns with the typical duration most people can maintain intense focus. it’s advisable to set a minimum goal, such as 60 minutes, to ensure productive learning periods.incorporate non-sleep deep rest (nsdr): after studying, engage in nsdr practices like meditation or short naps (around 20 minutes) to consolidate learning. if time is limited, even a brief period of rest (1 to 10 minutes) can be beneficial. this is particularly effective for both physical skills and cognitive learning, aiding in memory retention and skill acquisition.sleep: adequate sleep following learning activities is vital. it plays a significant role in consolidating memories and enhancing learning outcomes.personal adaptation: huberman emphasizes the importance of tailoring these strategies to fit individual routines and preferences. focusing techniques and taking brief breaks during study sessions were highlighted as particularly effective personalized strategies.""","2024-02-12 18:11:07","r8MLGFbOhYM"
"484","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:30","confusion","so many ads on this video","2024-02-12 18:11:17","58PpN0_VzQg"
"231","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:34:58","awkwardness","youre just small beat it","2024-02-12 18:11:27","ufrFCjERMDc"
"519","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:34","sadness","I cry","2024-02-12 18:11:36","ZQFmRXgeR-s"
"344","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:12","positive","""every time i learn something new about this business, i feel illuminated and courage to hold on to it til the very end.thanks marcus..""","2024-02-12 18:11:52","ryZt5pc2O5s"
"183","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:52","interest","phil heath recently said that keepings arms at 90 degrees and stopping before going past that shoulders when dropping was the best. i noticed in the vid your arms were not at a 90 degree angle. have you tried this method? i'm going to give it a go next time. i feel going all the way down hurts my shoulders.","2024-02-12 18:12:26","c3wEEdD8tWc"
"565","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:40","adoration","iloveyou","2024-02-12 18:12:35","ZQFmRXgeR-s"
"40","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:35","satisfaction","thank you!!","2024-02-12 18:12:43","r8MLGFbOhYM"
"265","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:35:03","positive","thank you for this great content! here's to our physique goals this 2024!","2024-02-12 18:12:56","ufrFCjERMDc"
"14","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:32","confusion","i can't tell if this video is satire or not","2024-02-12 18:13:08","r8MLGFbOhYM"
"291","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:35:06","craving","marcus smith is half philippine","2024-02-12 18:13:18","ufrFCjERMDc"
"289","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:35:06","contradiction","i had great shoulders and i make all those exercicies but never think about...","2024-02-12 18:13:31","ufrFCjERMDc"
"308","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:08","entrancement","the intro is copy paste to chat gpt","2024-02-12 18:13:42","ryZt5pc2O5s"
"208","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:34:56","interest","wider bigger backwider bigger shoulderwider bigger chest","2024-02-12 18:13:54","ufrFCjERMDc"
"203","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:34:55","interest","side delts are most important for width","2024-02-12 18:14:04","ufrFCjERMDc"
"55","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:37","negative","try not to have any thoughts<b> my adhd:","2024-02-12 18:14:16","r8MLGFbOhYM"
"352","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:13","craving","this information was much needed. thanks a ton man! i guess this shorts channel is just too new for me to see the improvements that i want. time to make more videos & post consistently!","2024-02-12 18:14:35","ryZt5pc2O5s"
"549","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:38","adoration","who else loves oliva","2024-02-12 18:14:44","ZQFmRXgeR-s"
"399","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:19","negative","i work ten times less than you and make ten times more than you  that lone destroyed seth","2024-02-12 18:14:58","58PpN0_VzQg"
"18","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:32","relief","""during my education i didn't really revise that much as since i was doing these things naturally anyway without ever knowing they were beneficial. then in university, times were tougher so i was trying to do much more, i also saw other people doing so much work so i thought that with my """"natural talent"""" if i worked as hard as them i'd be a genius but then i found out that my grades were so much worse. in 3rd year, i stopped carrying as much and i went back to my old ways and i ended up acing my degree without doing as much work. this video helped explain everything and now i know that i wasn't actually being lazy but i was doing things properly.""","2024-02-12 18:15:55","r8MLGFbOhYM"
"309","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:08","surprise","""he analyzed 5500k shorts only to get 27k views on his own shorts.....if you're watching this, you have been fooled""","2024-02-12 18:16:11","ryZt5pc2O5s"
"390","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:18","confusion","""i posted some shorts and some of them get 6-8 k views. then when i post recently, i barely get any views. like it won’t show up in the short feed. i really don’t know what my niche is. sketch comedy? comedy?""","2024-02-12 18:16:41","ryZt5pc2O5s"
"493","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:31","negative","whenthr rock loooooooose wwe is game over^^ i quit<b> !!!!!!!!!!!!!!!!!!!","2024-02-12 18:16:55","58PpN0_VzQg"
"263","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:35:02","interest","""with lateral raises using dumbbells i run the rack, i rep each weight until i hit form breakdown, drop the weight and repeat and then with like 4kg hit and isometric hold for as long as possible mid rep and then rep until i can't anymore. that technique definitely changed my shoulders.""","2024-02-12 18:17:27","ufrFCjERMDc"
"219","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:34:57","interest","""yo <a href=""""http:www.youtube.comresults?search_query=%23kingchris"""">#kingchris<a> working""","2024-02-12 18:17:44","ufrFCjERMDc"
"239","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:34:59","interest","i'm bolo asf but i still learnt something here an will be trying it","2024-02-12 18:17:57","ufrFCjERMDc"
"448","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:25","confusion","""Hi John Cena, what are you up to?""","2024-02-12 18:18:08","58PpN0_VzQg"
"100","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:42","amusement","hahaha","2024-02-12 18:18:18","c3wEEdD8tWc"
"561","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:39","negative","bro this song is literally my life rn. my bf broke up w me the day after new years and hes already moved on. i know that bc we have the same friends ofc. i thought i didnt care but now hes moved on im realizing how much it really hurts. how do u move on after 2 weeks. was it even real love if he moved on that quick.","2024-02-12 18:18:55","ZQFmRXgeR-s"
"261","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:35:02","satisfaction","just thanks for the fact that you are not just showing someone els body by pictures and narroration","2024-02-12 18:19:09","ufrFCjERMDc"
"155","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:49","confusion","chat is this real ?","2024-02-12 18:19:19","c3wEEdD8tWc"
"138","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:47","interest","could full range lead to more potential injuries?","2024-02-12 18:19:29","c3wEEdD8tWc"
"170","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:51","interest","you're supposed to do low reps with heavier weights","2024-02-12 18:19:41","c3wEEdD8tWc"
"108","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:43","positive","if you consistently working your shoulder it will grow","2024-02-12 18:19:51","c3wEEdD8tWc"
"246","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:35:00","positive","nice","2024-02-12 18:20:00","ufrFCjERMDc"
"128","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:46","interest","""if you want to look strong and buff, do more then 10 reps, do things that take you time to get to failure. if you just want strength, do exercises that bring you to failure instantly 1-6 reps.""","2024-02-12 18:20:21","c3wEEdD8tWc"
"480","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:29","nostalgia","please bring back his hollywood theme","2024-02-12 18:20:31","58PpN0_VzQg"
"202","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:34:55","positive","""i like thid chanel and je is spot-on with his clearand concise discussion. i learned quite a bit of this shoulder stuff in pre-op and post-op shoulder surgery using bands. can't recommend resistance bands enough. also, i started using the techniques outlined by dr. doug mcguff. his main point is lower weightresistance and slow - very slow movement on concentric and eccentric parts of the motion. his book and yt channel explains the methodology and science behind it. e.g. if you are doing 3 sets of 10, cut your speed down to as slow as you can to move the weight or engage the band go to the full range, hold, then as slow as possible to the starting position. then, set the weight such that you can do 2 sets of three and hit failure on the 3rd set. i'd say 90% of the people i see in the gym are using bad formposture and are using momentum during the movement. i've shown this to various pts when recovering from many surgeries due to everything from a crushed ankle, 3 acls, t tkr, and both shoulders). they would watch me doing bands, etc., and ask why i was doing them in slo-mo. after 30-45 mins hitting the major groups, your heart rate will be up, and you'll be cached. 6-10 day recovery time, which can be used to focus on targeting specific muscles and or problem areas, etc. while you might not get 'swole', you will get strong with great definition. you'll also burn fat like a fire. i had a lot of ice hockey and soccer injuries and have severe osteoarthritis (some injury-related, some genetic predisposition), hence the surgeries.""","2024-02-12 18:22:45","ufrFCjERMDc"
